1,麻省理工学院,美国
2,牛津大学,英国
3,斯坦福大学,美国
3,剑桥大学,英国
5,哈佛大学,美国
6,加州理工学院,美国
7,帝国理工学院,英国
8,伦敦大学学院,英国
8,苏黎世联邦理工学院,瑞士
10,芝加哥大学,美国
11,新加坡国立大学,新加坡
12,南洋理工大学,新加坡
13,宾夕法尼亚大学,美国
14,洛桑联邦理工学院,瑞士
14,耶鲁大学,美国
16,爱丁堡大学,英国
17,清华大学,中国
18,北京大学,中国
19,哥伦比亚大学,美国
20,普林斯顿大学,美国
21,康奈尔大学,美国
22,香港大学,中国
23,东京大学,日本
23,密歇根大学,美国
25,约翰霍普金斯大学,美国
26,多伦多大学,加拿大
27,麦吉尔大学,加拿大
27,曼彻斯特大学,英国
27,澳大利亚国立大学,澳大利亚
30,西北大学,美国
31,复旦大学,中国
32,加州大学伯克利分校,美国
33,京都大学,日本
34,香港科技大学,中国
35,伦敦国王学院,英国
36,首尔国立大学,韩国
37,墨尔本大学,澳大利亚
38,悉尼大学,澳大利亚
39,香港中文大学,中国
40,加州大学洛杉矶分校,美国
41,韩国科学技术研究院,韩国
42,纽约大学,美国
43,新南威尔士大学,澳大利亚
44,巴黎文理研究大学,法国
45,浙江大学,中国
46,不列颠哥伦比亚大学,加拿大
47,昆士兰大学,澳大利亚
48,加州大学圣地亚哥分校,美国
49,巴黎理工学院,法国
49,伦敦政治经济学院,英国
51,上海交通大学,中国
51,慕尼黑工业大学,德国
53,杜克大学,美国
54,卡内基梅隆大学,美国
55,香港城市大学,中国
56,阿姆斯特丹大学,荷兰
57,东京工业大学,日本
58,代尔夫特理工大学,荷兰
59,蒙纳士大学,澳大利亚
60,布朗大学,美国
61,华威大学,英国
62,布里斯托大学,英国
63,海德堡大学,德国
64,慕尼黑大学,德国
65,马来亚大学,马来西亚
66,香港理工大学,中国
67,德克萨斯大学奥斯汀分校,美国
68,台湾大学,中国
69,布宜诺斯艾利斯大学,阿根廷
70,鲁汶大学,比利时
70,苏黎世大学,瑞士
72,索邦大学,法国
73,格拉斯哥大学,英国
74,高丽大学,韩国
75,威斯康星大学麦迪逊分校,美国
75,大阪大学,日本
77,南安普顿大学,英国
78,莫斯科国立大学,俄罗斯
79,哥本哈根大学,丹麦
79,延世大学,韩国
81,浦项科技大学,韩国
82,杜伦大学,英国
82,东北大学,美国
82,伊利诺伊大学香槟分校,美国
85,奥克兰大学,澳大利亚
85,华盛顿大学,美国
87,隆德大学,瑞典
88,佐治亚理工学院,美国
89,瑞典皇家理工学院,瑞典
90,伯明翰大学,英国
91,圣安德鲁斯大学,英国
92,利兹大学,英国
93,西澳大学,澳大利亚
94,赖斯大学,美国
95,谢菲尔德大学,英国
96,宾夕法尼亚州立大学,美国
97,成均馆大学,韩国
98,中国科学技术大学,中国
99,丹麦技术大学,丹麦
100,北卡罗莱纳大学教堂山,美国
